SIREN,SIRET,Nom société,Enseigne,Catégorie entreprise,Forme juridique,Date création,Code NAF,Libellé NAF,Tranche effectifs,Adresse,Code postal,Ville,Site web,Email générique,Téléphone standard,Nom dirigeant,Prénom dirigeant,Fonction dirigeant,Email dirigeant,Téléphone dirigeant,LinkedIn dirigeant,LinkedIn société,Spécialité Santé,Spécialité Prévoyance,Spécialité IARD,Spécialité Auto,Spécialité RC Pro,Spécialité Entreprises,Spécialité Collectives,Spécialité Particuliers,Nb collaborateurs estimé,Niveau digitalisation,ICP Score,Priorité,Potentiel,Statut prospection,Canal,Date premier contact,Dernier contact,Relance prévue,Démo réalisée,Proposition envoyée,Closing estimé,Notes
301806261,30180626100022,,,PME,1000,1900-01-01,66.22Z,66.22Y,NN,20 RUE JEAN DE LA FONTAINE,56130,LA ROCHE-BERNARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302819750,30281975000035,,,PME,1000,1983-06-15,66.22Z,66.22Y,NN,4 AVENUE DES SPORTS,35650,LE RHEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303302145,30330214500048,SOGEGRI,,PME,5499,1974-01-01,66.22Z,66.22Y,NN,24 RUE PEN AR VIR,29100,DOUARNENEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216201506,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,28 RUE DU PUITS MAUGER,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216202199,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,4 PLACE EMILE SOUVESTRE,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216202207,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,2 RUE PREFET COLLIGNON,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216202223,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,2 RUE DU COUEDIC DE KERGOUALER,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216202363,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,2 AVENUE DE LA LIBERATION,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216204658,ASSURANCES 2000,ASSU200,ETI,5710,1976-01-01,66.22Z,66.22Y,32,172 RUE DE FOUGERES,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216204740,ASSURANCES 2000,ASSU2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,32 RUE THIERS,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305362162,30536216204765,ASSURANCES 2000,ASSU 2000,ETI,5710,1976-01-01,66.22Z,66.22Y,32,2 RUE SAINT-MARTIN,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305465312,30546531200034,,,PME,1000,1980-07-15,66.22Z,66.22Y,NN,1 RUE LAENNEC,29100,DOUARNENEZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310209705,31020970500030,SOCIETE DE GESTION D'AFFAIRES,,PME,5499,1977-01-01,66.22Z,66.22Y,NN,11 RUE CRESPEL DE LATOUCHE,56130,LA ROCHE-BERNARD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311248637,31124863700945,WILLIS TOWERS WATSON FRANCE,,ETI,5710,1900-01-01,66.22Z,66.22Y,51,26 ROUTE DE FOUGERES,35510,CESSON-SEVIGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311248637,31124863701141,WILLIS TOWERS WATSON FRANCE,,ETI,5710,1900-01-01,66.22Z,66.22Y,51,10 RUE RAYMOND RALLIER DU BATY,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312028673,31202867300027,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,30 PLACE DES LICES,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312182421,31218242100031,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,11 RUE NOTRE DAME,56500,LOCMINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312182421,31218242100049,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,8 RUE DES KORRIGANS,56500,REGUINY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312542806,31254280600012,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,5 PLACE DES HALLES,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313703647,31370364700039,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,7 LD KERENTRECH,29930,PONT-AVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314484601,31448460100047,,,PME,1000,1978-01-01,66.22Z,66.22Y,NN,13 RUE DE PONT - L’ABBE,29710,POULDREUZIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316067552,31606755200042,ARBONA & ASSOCIES,,PME,5710,1979-01-01,66.22Z,66.22Y,02,11 RUE DUQUESNE,35260,CANCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316067552,31606755200059,ARBONA & ASSOCIES,,PME,5710,1979-01-01,66.22Z,66.22Y,02,45 BOULEVARD DE LA REPUBLIQUE,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317222198,31722219800028,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,KERHUON,29430,LANHOUARNEAU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317578946,31757894600012,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,KERGUENNEC,29680,ROSCOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317737252,31773725200013,,,PME,1000,1980-01-01,66.22Z,66.22Y,NN,BEL AIR,29250,SIBIRIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318152048,31815204800019,,,PME,1000,1980-01-01,66.22Z,66.22Y,NN,16 RUE DE LA MONTAGNE,29640,PLOUGONVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318950656,31895065600013,,,PME,1000,1970-09-01,66.22Z,66.22Y,NN,9 RUE COAT PIN,29600,PLOURIN-LES-MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318952835,31895283500037,,,PME,1000,2002-01-01,66.22Z,66.22Y,NN,21 QUAI THEODORE BOTREL,29930,PONT-AVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319222782,31922278200017,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,PENGUILLY,29400,BODILIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319371407,31937140700028,CABINET D'ASSURANCES BRETON,,PME,2210,1980-02-01,66.22Z,66.22Y,NN,47 RUE NOTRE DAME,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319487393,31948739300039,,,PME,1000,1980-05-01,66.22Z,66.22Y,NN,13 PLACE CHATEAUBRIAND,35120,DOL-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320127137,32012713700034,,,PME,1000,1980-10-13,66.22Z,66.22Y,NN,31 RUE DE LA CROIX HAUTE,22110,ROSTRENEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320289242,32028924200010,,,PME,1000,1976-01-01,66.22Z,66.22Y,NN,COATAULEM,29252,PLOUEZOC'H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321169039,32116903900021,,,PME,1000,1998-01-01,66.22Z,66.22Y,NN,17 RUE SAINT ANDRE,35113,DOMAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321390338,32139033800051,FFA FEDERATION FSE DES ASSURES,,PME,9220,1977-11-30,66.22Z,66.22Y,02,2 QUAI DE LA DOUANE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321390338,32139033800069,FFA FEDERATION FSE DES ASSURES,,PME,9220,1977-11-30,66.22Z,66.22Y,02,2 QUAI DE LA DOUANE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321607194,32160719400032,SEP BLANCHARD & DECAUDIN,,PME,2310,1981-01-01,66.22Z,66.22Y,02,14 RUE DU PATIS TATELIN,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322482720,32248272000032,,,PME,1000,1964-01-01,66.22Z,66.22Y,NN,BOURG,22460,LE QUILLIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322952680,32295268000013,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,14 CITE DU PONT BRULE,22130,CORSEUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322952680,32295268000021,,,PME,1000,1979-01-01,66.22Z,66.22Y,NN,12 RUE DES ROUAIRIES,22980,PLELAN-LE-PETIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323665323,32366532300016,,,PME,1000,1977-05-01,66.22Z,66.22Y,NN,CROISSANT BOUILLET,29910,TREGUNC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324160217,32416021700026,,,PME,1000,1900-01-01,66.22Z,66.22Y,NN,104 RUE BERTHE SYLVA,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325346708,32534670800028,BERTHELOT PHILIPPE & BROUSTAL ROBERT,,PME,2210,1982-01-01,66.22Z,66.22Y,NN,RUE DE LA DUCHESSE ANNE,29260,LESNEVEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326863958,32686395800087,LUXIOR ASSURANCES,LUXIOR,PME,5699,1983-01-01,66.22Z,66.22Y,12,2 QUAI DE LA DOUANE,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327174090,32717409000032,,,PME,1000,1983-04-01,66.22Z,66.22Y,NN,11 RUE DU 70E REGIMENT D’INFANTERIE,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327790663,32779066300030,,AVIVA,PME,1000,1983-04-01,66.22Z,66.22Y,NN,6 RUE PHILIPPE LEMERCIER,22230,MERDRIGNAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328664990,32866499000079,,,PME,1000,1983-10-03,66.22Z,66.22Y,NN,10 ALLEE DES CASSIS,35770,VERN-SUR-SEICHE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329536452,32953645200017,,,PME,1000,1984-01-01,66.22Z,66.22Y,NN,22 RUE THIERS,35600,REDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329916076,32991607600014,,,PME,1000,1982-07-01,66.22Z,66.22Y,NN,7 RUE DE LA MARNE,29850,GOUESNOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330169996,33016999600049,,,PME,1000,1997-01-01,66.22Z,66.22Y,NN,28 RUE DU DANEMARK,56400,AURAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333444735,33344473500034,,,PME,1000,1985-07-01,66.22Z,66.22Y,02,4 BOULEVARD VILLEBOIS MAREUIL,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333444735,33344473500059,,,PME,1000,1985-07-01,66.22Z,66.22Y,02,17 RUE GAL LECLERC,35260,CANCALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333548303,33354830300044,,,PME,1000,1984-01-01,66.22Z,66.22Y,NN,16 AVENUE DU GENERAL DE GAULLE,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333712560,33371256000015,,,PME,1000,1984-01-01,66.22Z,66.22Y,NN,ROZONOUAL,29450,COMMANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334136173,33413617300039,,,PME,1000,1981-01-01,66.22Z,66.22Y,NN,121 AV DU GAL DE GAULLE,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334330958,33433095800029,,,PME,1000,1982-03-30,66.22Z,66.22Y,NN,LA LANDE COTHEREL,35750,IFFENDIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335089090,33508909000039,PENNOBERT-JOSSIC-BELLEC,,PME,2210,1986-01-01,66.22Z,66.22Y,02,121 AV DU GAL DE GAULLE,56100,LORIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335244489,33524448900258,ALPTIS ASSURANCES,ALPTIS GESTION,ETI,5710,1986-03-06,66.22Z,66.22Y,41,6 RUE DU LOUIS D'OR,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335255543,33525554300027,SCDF CHEMINANT RENE & GILDAS,,PME,2210,1981-05-25,66.22Z,66.22Y,NN,6 RUE DE DOUARNENEZ,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337825624,33782562400022,,,PME,1000,1986-04-01,66.22Z,66.22Y,NN,16 RUE DES TROIS MOULINS,56580,BREHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337994867,33799486700014,,,PME,1000,1986-06-01,66.22Z,66.22Y,NN,49 RUE JEAN JAURES,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339123788,33912378800020,,,PME,1000,1986-10-01,66.22Z,66.22Y,NN,29 PLACE DUGUESCLIN,22250,BROONS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339222762,33922276200033,DONIKIAN FINANCES,,PME,5499,1986-11-01,66.22Z,66.22Y,NN,15 RTE D APIGNE,35650,LE RHEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339521676,33952167600025,SCDF GUINARD ROGER ET ROLLAND,,PME,2210,1985-04-01,66.22Z,66.22Y,NN,25 RUE DE GOUEDIC,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340783315,34078331500021,,,PME,1000,1987-04-06,66.22Z,66.22Y,NN,6 ALLEE DES AJONCS,22300,LANNION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341555175,34155517500015,,,PME,1000,1961-01-01,66.22Z,66.22Y,NN,ROUTE DE PENESTIN,56130,CAMOEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341562353,34156235300019,,,PME,1000,1982-01-01,66.22Z,66.22Y,NN,LE BOIS GLE,56380,GUER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342117272,34211727200019,,,PME,1000,1987-08-08,66.22Z,66.22Y,NN,1 RUE D'ARMORIQUE,56190,MUZILLAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342243839,34224383900012,,,PME,1000,1984-01-01,66.22Z,66.22Y,NN,6 RUE JOSEPH JEGOUSSE,56650,INZINZAC-LOCHRIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342467636,34246763600029,,,PME,1000,1987-10-06,66.22Z,66.22Y,NN,38 AVENUE DU GENERAL DE GAULLE,22500,PAIMPOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343299285,34329928500035,,,PME,1000,1987-07-04,66.22Z,66.22Y,NN,13 RUE SAINT-NICOLAS,35160,MONTFORT-SUR-MEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343349007,34334900700066,,HERRY ASSURANCES & PATRIMOINE,PME,1000,1988-01-01,66.22Z,66.22Y,NN,6 RUE PORSTREIN,29200,BREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343550224,34355022400046,,,PME,1000,1987-10-07,66.22Z,66.22Y,01,3 ALLEE FORESTIERE,56500,LOCMINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343757399,34375739900054,,,PME,1000,1988-01-01,66.22Z,66.22Y,NN,21 PLACE CORNIC,29600,MORLAIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343770186,34377018600017,,ALLIANZ,PME,1000,1988-01-01,66.22Z,66.22Y,01,19 QUAI COSMAO,29150,CHATEAULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344183249,34418324900020,,,PME,1000,1986-12-01,66.22Z,66.22Y,NN,39 RUE DE KERMARIA,22580,PLOUHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344185103,34418510300019,,,PME,1000,1988-02-01,66.22Z,66.22Y,NN,LD LE CALVAIRE,35540,PLERGUER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344507611,34450761100046,[ND],[ND],PME,1000,1988-04-01,66.22Z,66.22Y,NN,[ND] [ND] [ND],[ND],DOL-DE-BRETAGNE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344519855,34451985500110,EUROPEENNE CONSEIL COURTAGE EN ASSURANCE,ENCCAS,PME,5499,1988-01-01,66.22Z,66.22Y,12,2 RUE DES GOUTAIS,35136,SAINT-JACQUES-DE-LA-LANDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347972689,34797268900058,,,PME,1000,1988-07-01,66.22Z,66.22Y,NN,LA GLOCHAIS,22130,PLANCOET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348195876,34819587600035,,,PME,1000,1988-09-15,66.22Z,66.22Y,NN,34 AVENUE VICTOR HUGO,29270,CARHAIX-PLOUGUER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348688763,34868876300021,,,PME,1000,1988-11-01,66.22Z,66.22Y,NN,35 QUAI COSMAO,29150,CHATEAULIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349036426,34903642600048,CABINET BERGES,ADONYS,PME,5499,1988-12-28,66.22Z,66.22Y,03,90 RUE DE FOUGERES,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349071084,34907108400025,,,PME,1000,1988-06-01,66.22Z,66.22Y,NN,LE FRESNA,22410,PLOURHAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349491613,34949161300056,[ND],[ND],PME,1000,1989-01-16,66.22Z,66.22Y,01,[ND] [ND] [ND],[ND],RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349499558,34949955800071,YVELIN SAS,,ETI,5710,1989-01-01,66.22Z,66.22Y,21,12 RUE DU PATIS TATELIN,35700,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349844746,34984474600108,APRIL PARTENAIRES,,ETI,5710,1989-02-07,66.22Z,66.22Y,31,15 RUE JULES FERRY,35300,FOUGERES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349844746,34984474600116,APRIL PARTENAIRES,,ETI,5710,1989-02-07,66.22Z,66.22Y,31,BOULEVARD DE LA BOUTIERE,35760,SAINT-GREGOIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350042750,35004275000066,NORD INGENIERIE PATRIMOINE,,PME,5710,1989-03-01,66.22Z,66.22Y,01,29 AVENUE DE LA GARE,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350083788,35008378800017,,,PME,1000,1989-02-01,66.22Z,66.22Y,NN,49 RUE JEAN JAURES,22000,SAINT-BRIEUC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350162350,35016235000085,OUEST ASSURANCES,OUEST ASSURANCES,PME,5710,1989-03-29,66.22Z,66.22Y,03,16 AVENUE JEAN JAURES,35400,SAINT-MALO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350181251,35018125100058,,,PME,1000,1989-01-01,66.22Z,66.22Y,NN,47 RUE NOTRE DAME,35500,VITRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351534755,35153475500027,SOC COURTAGE BRETAGNE OCEAN,,PME,5499,1989-07-06,66.22Z,66.22Y,01,68 QUAI DE L'ODET,29000,QUIMPER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351539952,35153995200017,,,PME,1000,1989-07-17,66.22Z,66.22Y,NN,1 PLACE HONORE COMMEUREC,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351809983,35180998300023,STRATEGIE PATRIMOINE VANNES,,PME,5710,1989-08-15,66.22Z,66.22Y,02,20 RUE DU CAP JUDE,56000,VANNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352062285,35206228500031,AGENCE XAVIER ORAIN ET ASSOCIES,,PME,2310,1987-01-01,66.22Z,66.22Y,03,19 RUE DE CHATILLON,35000,RENNES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
